purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:npm/enquirer,enquirer,npm,dead,kitchen-sink,0,1,switch-piecemeal,pkg:npm/inquirer,"Unmaintained 1000+ days with a dead transitive dependency. Inquirer replaces most use cases; specialized prompts (survey, matrix) may need prompts or other libraries.",llm,0.8,727459,,3875,749,0,0,https://github.com/enquirer/enquirer
pkg:npm/lie,lie,npm,unknown,broad,0,0,accept,,ES6 Promise polyfill that became obsolete when Promise shipped natively. The 724k dependents are mostly transitive; modern projects should pin the version or remove it.,llm,0.85,724435,any-promise,263,44,0,0,https://github.com/calvinmetcalf/lie
pkg:npm/prr,prr,npm,dead,inlineable,1,0,vendor,,A 270-line utility for simplified Object.defineProperty calls with no dependencies. Small enough to copy into your project; eliminates the external maintenance burden with minimal risk.,llm,0.85,718801,errno,269,12,0,0,https://github.com/rvagg/prr
pkg:npm/es-array-method-boxes-properly,es-array-method-boxes-properly,npm,dormant,no-alternative,0,0,accept,,"Fills a niche ECMAScript compliance check with no maintained alternative. Small codebase (211 LOC) makes vendoring feasible if security concerns arise, but dormant status suggests stability.",llm,0.75,711197,array.prototype.filter,211,4,0,0,https://github.com/ljharb/es-array-method-boxes-properly
pkg:npm/shallowequal,shallowequal,npm,dormant,inlineable,0,0,vendor,,Copy the 48-line shallow equality check into your codebase. The implementation is stable and needs no external dependency.,llm,0.88,707128,react-easy-router,48,15,0,0,https://github.com/dashed/shallowequal
pkg:npm/is-interactive,is-interactive,npm,unknown,inlineable,0,0,vendor,,"Copy the ~140 lines of code into your project. The author recommends this; it has no dependencies and the logic is stable (checks TTY, terminal type, and CI env vars). Saves you a dependency for trivial utility code.",llm,0.92,704709,ora-classic,143,1,0,0,https://github.com/sindresorhus/is-interactive
pkg:npm/pumpify,pumpify,npm,unknown,broad,0,0,switch,,"Node.js core has provided stream.pipeline() since v10.x, covering pumpify's functionality with ongoing core team maintenance. Migrate to the native stream.pipeline() API for new code.",llm,0.78,702585,mississippi,343,8,0,0,https://github.com/mafintosh/pumpify
pkg:npm/errno,errno,npm,unknown,broad,0,1,accept,,"Pin version; the code is stable errno data. For modern Node.js (12+), built-in util.getSystemErrorName/Message cover the core lookup, but most projects are already depending on this transitively so migration is not feasible at scale.",llm,0.82,702325,memory-fs,638,15,0,0,https://github.com/rvagg/node-errno
pkg:npm/util,util,npm,dormant,broad,0,0,accept,,"Pinning this stable version is safe for existing projects. Modern bundlers (webpack 5+, vite, esbuild) handle util natively; that's the long-term path. For immediate compatibility with legacy tools, keeping this pinned is practical.",llm,0.85,701284,,2703,203,0,0,https://github.com/browserify/node-util
pkg:npm/ts-interface-checker,ts-interface-checker,npm,unknown,inlineable,0,0,vendor,,"Stable codebase with 671 lines and zero runtime dependencies, making it straightforward to copy into consuming projects. Since ts-interface-checker pairs with ts-interface-builder (the build-time companion), vendor both tools together if doing so.",llm,0.85,697518,devmoji,671,121,0,0,https://github.com/gristlabs/ts-interface-checker
pkg:npm/array-unique,array-unique,npm,unknown,broad,0,0,switch,,Modern JavaScript's Set handles deduplication directly; replace with `[...new Set(arr)]` or `Array.from(new Set(arr))` depending on mutability needs. The package has been unmaintained for nearly a decade.,llm,0.92,696961,arr-union,538,22,0,0,https://github.com/jonschlinkert/array-unique
pkg:npm/expand-brackets,expand-brackets,npm,unknown,broad,0,0,vendor,,"8-year-old unmaintained utility with 696k dependent repos, mostly transitive. Small enough (217 lines) to vendor into projects with direct usage. Monitor the dependency chain for vulnerabilities.",llm,0.85,696484,extglob,217,44,0,0,https://github.com/micromatch/expand-brackets
pkg:npm/dependency-graph,dependency-graph,npm,dead,inlineable,0,0,vendor,,Copy the 285 lines into your project. Zero runtime dependencies and unchanged logic for 2+ years means this is safe to carry yourself.,llm,0.87,694186,@stoplight/json-ref-resolver,285,44,0,0,https://github.com/jriecken/dependency-graph
pkg:npm/oauth-sign,oauth-sign,npm,unknown,broad,0,0,accept,,"Stable implementation of OAuth 1 signing (HMAC-SHA1, HMAC-SHA256, RSA-SHA1, PLAINTEXT) with zero runtime dependencies. No development expected for a mature, protocol-specific utility; pin the version.",llm,0.8,691549,request,329,0,0,0,https://github.com/mikeal/oauth-sign
pkg:npm/is-module,is-module,npm,unknown,inlineable,0,0,vendor,,"This package checks for ES6 module syntax using simple string operations and a few regexes—small enough to inline. With 686k dependents on unmaintained code from 2013, vendoring eliminates the supply chain risk.",llm,0.95,686074,rollup-plugin-node-resolve,216,0,0,0,https://github.com/component/is-module
pkg:npm/async-limiter,async-limiter,npm,unknown,broad,0,0,accept,,"Small, stable concurrency limiter with zero runtime dependencies. Six years unmaintained but solves a specific problem (zlib undesirable behavior) that Node.js still has. Switching 684k dependents would require ecosystem-wide coordination; pinning version carries minimal risk.",llm,0.8,684524,ws-parser,630,11,0,0,https://github.com/strml/async-limiter
pkg:npm/promise-inflight,promise-inflight,npm,unknown,inlineable,0,0,vendor,,Unmaintained for 9 years but solid—33 lines with zero dependencies and 9 years of production use. Copy into your project to drop the dependency or pin the version.,llm,0.9,682693,@evocateur/pacote,93,3,0,0,https://github.com/iarna/promise-inflight
pkg:npm/from2,from2,npm,unknown,broad,0,0,vendor,,"from2 is a 299-line convenience wrapper over readable-stream for creating readable streams with backpressure. With 681k dependent repos and no maintenance since 2015, the practical path is to vendor the code directly—it's stable, small, and eliminates a dependency on unmaintained code.",llm,0.75,681663,merge-stream,299,20,0,0,https://github.com/hughsk/from2
pkg:npm/color-support,color-support,npm,dead,broad,0,0,switch,pkg:npm/supports-color,"Unmaintained for 8 years but stable—terminal color detection is deterministic. Migrate to supports-color (maintained alternative by the same author) when upgrading, though projects relying on not reading process.argv may need adjustment.",llm,0.8,680554,gauge,519,33,0,0,https://github.com/isaacs/color-support
pkg:npm/progress,progress,npm,unknown,broad,0,0,vendor,,"Stable but unmaintained since 2019. The 111-line, zero-dependency code is trivial to vendor into your project rather than maintain a dependency on abandoned code.",llm,0.9,678995,,111,41,0,0,https://github.com/visionmedia/node-progress
pkg:npm/async-each,async-each,npm,unknown,broad,0,0,vendor,,"Unmaintained for 3+ years but extremely widely distributed. With zero dependencies, vendoring into projects is practical, or replace with modern async/await patterns directly.",llm,0.85,676890,levelup,,,,0,https://github.com/paulmillr/async-each
pkg:npm/arch,arch,npm,dead,few-large,0,0,vendor,,"211-line utility for detecting actual OS architecture (vs Node binary architecture). No runtime dependencies. Dead 800+ days but minimal risk to pin. Dominant dependent os-filter-obj (5.9M downloads, 99.5% of usage) should vendor it.",llm,0.9,673262,os-filter-obj,211,12,0,0,https://github.com/feross/arch
pkg:npm/elliptic,elliptic,npm,dormant,broad,0,0,switch-piecemeal,,"Elliptic is unmaintained and carries 9 advisories. Dependents should migrate by curve: standard NIST curves to Node.js crypto.subtle, ed25519 to tweetnacl-js, secp256k1 to the secp256k1 package. No single fork can serve 667k repos.",llm,0.68,667005,,3143,392,0,1,https://github.com/indutny/elliptic
pkg:npm/is-unicode-supported,is-unicode-supported,npm,dormant,inlineable,0,0,vendor,,138-line utility with zero runtime dependencies and stable logic (OS detection + hard-coded terminal list). Trivial to copy into consuming projects.,llm,0.95,666394,figures,138,10,0,0,https://github.com/sindresorhus/is-unicode-supported
pkg:npm/brorand,brorand,npm,unknown,inlineable,0,0,vendor,,"Copy the 108 lines of code into projects that depend on it directly. For new code, use Node's built-in crypto.randomBytes() instead of the external dependency.",llm,0.85,666374,miller-rabin,108,13,0,0,https://github.com/indutny/brorand
pkg:npm/escape-goat,escape-goat,npm,unknown,inlineable,0,0,vendor,,"At 80 lines of pure string escaping with zero dependencies, copying this code directly into your project is simpler than maintaining an external dependency.",llm,0.95,663876,stringify-attributes,210,0,0,0,https://github.com/sindresorhus/escape-goat
pkg:npm/hmac-drbg,hmac-drbg,npm,unknown,broad,0,0,accept,,"Pin the version. NIST HMAC-DRBG is a stable, unchanging spec—no reason for frequent updates. Risk lies in transitive dependencies (hash.js, minimalistic-*), not the code itself.",llm,0.8,663202,@zilliqa-js/crypto,90,15,0,0,https://github.com/indutny/hmac-drbg
pkg:npm/minimalistic-crypto-utils,minimalistic-crypto-utils,npm,unknown,inlineable,0,0,vendor,,Unmaintained 9+ years but stable. Only 53 lines with no dependencies — projects should copy the encoding functions inline and drop the dependency.,llm,0.85,663202,hmac-drbg,53,13,0,0,https://github.com/indutny/minimalistic-crypto-utils
pkg:npm/jszip,jszip,npm,unknown,broad,0,0,accept,,"656K+ dependent repos make coordinated migration or mass vendoring impractical. JSZip remains stable (not archived), its last release was 4 years ago but the ZIP format itself hasn't changed. Pin the current version and monitor the two published advisories.",llm,0.9,656894,,2538,408,0,0,https://github.com/stuk/jszip
pkg:npm/buffer-xor,buffer-xor,npm,unknown,broad,0,1,accept,,Stable primitive code performing XOR on buffers. 653k dependents with no steward. Pin version; no maintained alternative exists for ecosystem-wide replacement.,llm,0.8,653302,browserify-aes,180,3,0,0,https://github.com/crypto-browserify/buffer-xor
pkg:npm/evp_bytestokey,evp_bytestokey,npm,unknown,broad,0,1,accept,,"Implements OpenSSL's EVP_BytesToKey for backward compatibility with legacy encrypted data. Most 650k+ dependents can't migrate without breaking decryption; accept by pinning the version since code is stable and the insecurity is inherent to the algorithm, not a code defect.",llm,0.87,653240,browserify-aes,250,18,1,0,https://github.com/crypto-browserify/evp_bytestokey
pkg:npm/cli-width,cli-width,npm,dead,inlineable,0,0,vendor,,"cli-width is a simple 288-LOC utility for getting terminal width with fallbacks. With zero runtime dependencies and straightforward logic, dependents should copy the implementation directly or migrate to Node.js built-ins (process.stdout.columns, tty.getWindowSize).",llm,0.9,652796,inquirer2,288,10,0,0,https://github.com/knownasilya/cli-width
pkg:npm/assert,assert,npm,dormant,broad,0,0,accept,,Dormant for 2.6 years but the assert API is inherently stable. Pinning is safe; evaluate whether your use case actually requires a browser polyfill since modern bundlers don't auto-include them.,llm,0.85,650104,,4225,470,0,0,https://github.com/browserify/commonjs-assert
pkg:npm/safe-regex-test,safe-regex-test,npm,dormant,broad,0,0,accept,,"Minimal, stable utility with 648k dependent repos. Last commit 114d ago; zero transitive dead dependencies. Pin the version and monitor for actual issues.",llm,0.75,648156,faucet,331,1,0,0,https://github.com/ljharb/safe-regex-test
pkg:npm/is-array-buffer,is-array-buffer,npm,dormant,broad,0,0,vendor,,A 68-line utility for cross-realm ArrayBuffer detection with no maintained alternative. Vendor the implementation into your project or pin the version to accept the risk.,llm,0.85,647978,deep-equal,372,8,0,0,https://github.com/inspect-js/is-array-buffer
pkg:npm/crypto-browserify,crypto-browserify,npm,dormant,broad,0,0,accept,,"Unmaintained for 553 days but small (1,233 LOC) and stable. With 646k small dependents and no clear steward, pinning the current version is the practical response.",llm,0.85,646495,,1233,120,0,0,https://github.com/browserify/crypto-browserify
pkg:npm/create-ecdh,create-ecdh,npm,unknown,broad,0,0,switch,,Last updated 6 years ago; this polyfilled Node versions no longer in use. Replace with crypto.createECDH() (Node) or elliptic (browser) instead.,llm,0.85,644823,native-crypto,285,17,0,0,https://github.com/crypto-browserify/createecdh
pkg:npm/browserify-rsa,browserify-rsa,npm,unknown,broad,0,1,switch,,Migrate to WebCrypto for browsers or Node's crypto module for servers. Unmaintained for 19 months with a dead transitive dependency—unsafe for cryptographic code to remain stuck on this version.,llm,0.8,644809,public-encrypt,294,7,0,0,https://github.com/crypto-browserify/browserify-rsa
